,cluster,title
4336,0,Towards a generalized self-organizing multi-agent system.
4337,0,Optimization problems with incomplete information.
4340,0,Reconstruction from projections based on detection and estimation of objects.
4341,0,Learning efficient image processing pipelines.
4343,0,Low-complexity approaches to distributed data dissemination.
4344,0,Justified generalization: acquiring procedures from examples.
4346,0,A new multifractal traffic model applied to network performance analysis.
4349,0,Efficient and robust routing of highly variable traffic.
4350,0,System-level performance evaluation of 3D integrated circuits.
4352,0,Exponential bounds on error probability with Feedback.
4353,0,Supporting finding and re-finding through personalization.
4354,0,Web server model with persistent conections and session-oriented load.
4355,0,Using style markers in Portuguese Web Searching.
4356,0,Computational modeling of protons tomography.
4357,0,Hot-carrier reliability of MOSFETs at room and cryogenic temperature.
4358,0,Signal and filtering using microwave-photonic generation links.
4360,0,Population-wise consistent segmentation of diffusion weighted magnetic resonance images.
4362,0,Microcode compression algorithms.
4363,0,Labeling and modeling large databases of videos.
4365,0,Understanding And Guiding Software Product Lines Evolution Based On Requirements Engineering Activities.
4367,0,Statecharts: their use in specifying and dealing with performance models.
4369,0,"Securitization and disclosure in China: a comparison between US, EU, and China's securitization disclosure regimes in light of the 2007-09 global financial crisis."
4370,0,"Relations among rankings, ROC analysis and calibration applied to machine learning."
4371,0,Computational investigation of pathogen evolution.
4372,0,Ensemble method based on optimized rotation and projection.
4373,0,Stochastic processes on graphs with cycles: geometric and variational approaches.
4375,0,Accuracy-aware optimization of approximate programs.
4379,0,Ultrafast electrooptical switching and regenerative conversion using semiconductor optical amplifiers.
4380,0,Single-layer wire routing.
4381,0,Optimal digital system design in deep submicron technology.
4382,0,Near-miss modeling: a segment-based approach to speech recognition.
4386,0,Radiolocation using amplitude modulation broadcast signals.
4387,0,Application-level caching with transactional consistency.
4388,0,Learning spoken language through vision.
4389,0,Robust detection of curves in images.
4390,0,Investigation and characterization of single hot spot laser-plasma interactions.
4392,0,Accessible programming using program synthesis.
4394,0,Grounding linguistic analysis in control applications.
4396,0,Wavelength conversion by four wave mixing in passive InGaAsP/InP waveguides.
4397,0,Object detection and pose estimation from rectification of natural features using consumer RGB-D sensors.
4399,0,Detecting cognitive impairment from spoken language.
4401,0,"Attractiveness maximization, risk strategies, and risk strategy equilibrium in repeated agent interactions."
4402,0,Real-time brain-machine interface architectures: neural decoding from plan to movement.
4404,0,Quality of service in IP network using fuzzy logic.
4405,0,Statistical image sequence segmentation using multidimensional attributes.
4409,0,Microwave remote sensing of earth terrain.
4410,0,Quantum speedups in query complexity.
4411,0,Audio-guided video based face recognition.
4412,0,Rule based analysis of computer security.
4414,0,PersonalTVware: an infrastructure to support the context-aware recommender systems for Personalized Digital TV (PersonalTVware: uma infraestrutura de suporte a sistemas de recomenda&ccedil;&atilde;o sens&iacute;veis ao contexto para TV Digital Personalizada).
4415,0,Improving learning with collective learner activity.
4416,0,Coherent approximation of distributed expert assessments.
4418,0,Object-oriented graph grammars.
4419,0,An unified approach to visual exploratory analysis and interactive simulation.
4420,0,"Conflict resolution in public participation GIS for land use planning: a case study of Lantau Island, Hong Kong."
4421,0,Automatically learning optimal formula simplifiers and database entity matching rules.
4422,0,In-situ depth monitoring for a deep reactive ion etcher using a white light interferometer with active vibration cancellation.
4424,0,"Probabilistic pursuit, classification, and speech."
4426,0,Sustainability assessment of agricultural systems using computational tools.
4427,0,Fast pattern matching and its applications.
4431,0,Compositionallity of process scheduling techniques in workflow.
4432,0,"Computational genomics: mapping, comparison, and annotation of genomes."
4438,0,Stratified computerized adaptive testing: further control on item exposure and extension to constrained situations.
4442,0,Crop rotation Scheduling - modeling and solution methodolies.
4443,0,Ranked personalized recommendations using discrete choice models.
4444,0,Problems of computational and informational complexity in machine vision and learning.
4445,0,Operation-centric hardware description and synthesis.
4446,0,Quantum theory of optical solitons.
4447,0,High quality metamorphic graded buffers with lattice-constants intermediate to GaAs an InP for device applications.
4449,0,Dynamical processes in electromagnetic induced transparency systems (Processos din&acirc;micos em sistemas de transpar&ecirc;ncia eletromagneticamente induzida).
4450,0,Using structural testing to test and monitor service based applications.
4452,0,Human action identification in videos using descriptor with autonomous fragments and multilevel prediction.
4453,0,Improving web site security with data flow management.
4454,0,Generation and storage of ultrashort pulses using optical fiber devices.
4457,0,Service introduction in an active network.
4458,0,Vector-thread architecture and implementation.
4459,0,Large-scale transgenesis and nerve regeneration in C. elegans.
4462,0,Analysis of quantum entanglement based on classical coding theory.
4463,0,Environmental modeling with uncertainty treatment in geographical information systems: the indicator geostatistical paradigm.
4465,0,Context Adaptive Support Vector Machine: formalization and Remote Sensing Applications.
4466,0,Improved reliability in solid-state drives for large asynchronous ac machines by means of multiple independent phase-drive units.
4468,0,Semantics of communicating parallel processes.
4469,0,"Fairness, social optimality and individual rationality in agent interactions."
4470,0,Long-distance quantum communication with neutral atoms.
4472,0,Hybrid space in the city: computational interfaces for local communities (Espa&ccedil;os h&iacute;bridos na cidade: interfaces computacionais para comunidades locais).
4476,0,Integration of predictive routing information with dynamic traffic signal control.
4477,0,An efficient virtual network interface in the FUGU scalable workstation dc by Kenneth Martin Mackenzie.
4478,0,Embracing interference in wireless systems.
4479,0,Krylov subspace estimation.
4481,0,A study of transformer parameter changes caused by deformations in windings: a contribution to lifetime diagnosis.
4482,0,"Dynamically fighting bugs: prevention, detection and elimination."
4483,0,Frugal hypothesis testing and classification.
4487,0,Quantum wells on indium gallium arsenic compositionally graded buffers realized by molecular beam epitaxy.
4490,0,Problemas em Scheduling estocastico do tipo flow-shop no-wait.
4492,0,A coupling-of-modes analysis of SAW grating structures.
4493,0,Handling interactions among high cardinality attributes.
4501,0,Concepts in parallel problem solving.
4502,0,Design and Deployment Analysis of Morphing Ocean Structure.
4504,0,Robust execution of bipedal walking tasks from biomechanical principles.
4506,0,Reducing exception management overhead with software restart markers.
4507,0,A comprehensive electromagnetic analysis of AC losses in large superconducting cables.
4511,0,Reconstruction of vertical profiles of inherent optical properties from upwelling water radiances.
4513,0,Small signal control of multiterminal dc/ac power systems.
4514,0,Flexible information acquisition and optimal Tobin tax in tractable dynamic global games.
4517,0,Global connectivity architecture of mobile personal devices.
4518,0,Optical biopsy of in vivo tissue using optical coherence tomography.
4519,0,Automated biometrics of audio-visual multiple modals.
4523,0,Big data analytics made affordable using hardware-accelerated flash storage.
4525,0,Pipelined oversampling analog-to-digital converters.
4526,0,Classification of non-stationary data stream with application in sensors for insect identification.
4527,0,Photophysics of carbon nanotubes.
4530,0,Client cache management in a distributed object database.
4535,0,Laser radar tracking theory: track-while-image operation.
4536,0,Improving packet delivery efficiency using multi-radio diversity in wireless LANs.
4537,0,Nonlinear control of underactuated mechanical systems with application to robotics and aerospace vehicles.
4542,0,Coordinating construction by a distributed multi-robot system.
4544,0,Microwave remote sensing of near-surface moisture and temperature profiles.
4545,0,Automatic software testing via mining software data.
4546,0,Emotion and automatic dialogue summarisation.
4548,0,Statistical analysis of illiquidity risk and premium in financial price signals.
4549,0,Structure and Dynamics of a course in a Virtual Learning Environment.
4551,0,Design and test of a 94 GHz overmoded traveling wave tube amplifier.
4555,0,Noise and synamics in semiconductor lasers.
4558,0,Unsupervised multilingual learning.
4559,0,Advances in the endoscopic management of esophageal neoplasia using ultrahigh speed endoscopic optical coherence tomography.
4560,0,Vertical gallium nitride power devices on bulk native substrates.
4561,0,"Long-term, subdermal implantable EEG recording and seizure detection."
4562,0,Causal reconstruction: understanding causal descriptions of physical systems.
4564,0,"Identifying evolving multivariate dynamics in individual and cohort time series, with application to physiological control systems."
4565,0,Unmanned aerial vehicles in flight awareness.
4569,0,Applications of CD-ROM technology for reference purposes: A survey of reference librarians in libraries of four-year colleges and universities.
4570,0,Alcoxpert: system specialist for simulation and projects of industrias units of alcohol.
4572,0,Fluid flow simulation in surfaces defined by non-organized points.
4573,0,Scalable reconfigurable computing leveraging latency-insensitive channels.
4574,0,Condensed transmission line model to electromagnetic transient phenomena: use of complex properties.
4575,0,Methods in wave propagation and scattering.
4580,0,Kicks and Maps A different Approach to Modeling Biological Systems.
4581,0,Constructing and evaluating weak memory models.
4582,0,Anatomy-based modeling of human foot.
4583,0,Probabilistic representation and manipulation of Boolean functions using free Boolean diagrams.
4585,0,Particle contamination of high voltage DC insulators.
4586,0,"New methodology for analysis and synthesis of complex systems of aterramento using method LN-FDTD, automatic parallel computation and artificial neural nets."
4588,0,ModelVars2SPL: an automated approach to reengineer model variants into software product lines.
4596,0,Modeling of soil weathering on hillslopes: coping with nonlinearity and coupled processes using a data-driven approach.
4598,0,Information theoretic analysis of watermarking systems.
4599,0,Driving story generation with learnable character models.
4601,0,Segmentation and registration of molecular components in 3-dimensional density maps from cryo-electron microscopy.
4607,0,Conservation in signal processing systems.
4609,0,Topics on linearly-constrained optimization.
4611,0,Adaptable parsing expression grammars.
4612,0,Analysis of approximation and uncertainty in optimization.
4613,0,Scalable cost-efficient placement and chaining of virtual network functions.
4614,0,Exposure-resilient cryptography.
4617,0,Ultra wide-bandwidth micro energy harvester.
4620,0,A model for the initiation and propagation of electrical streamers in transformer oil and transformer oil based nanofluids.
4621,0,Configurable flows.
4622,0,Characterization and modeling of nanocomposite thermoelectric materials system bismuth antimony telluride ((Biy&#819;Sb1&#819;-&#819;y&#819;)2&#819;Te3&#819;) as a function of temperature and magnetic field.
4623,0,"Hypothesis, estimation, and validation of dynamic social models: energy demand modeling."
4624,0,Data clustering by optimum-path transform.
4625,0,Physiological time series retrieval and prediction with locality-sensitive hashing.
4626,0,Super-efficient rational proofs.
4628,0,Sparse Coding and Compressed Sensing: Locally Competitive Algorithms and Random Projections.
4629,0,"Design, Modeling, and Simulation of a Compact Optoelectronic Neural Coprocessor."
4631,0,"Salinity Assessment, Change, and Impact on Plant Stress / Canopy Water Content (CWC) in Florida Bay using Remote Sensing and GIS."
4635,0,Classification of codes relative to hierarchical order and extension property.
4636,0,"Intelligent surveillance system employing object detection, recognition, segmentation, and object-based coding."
4637,0,Recognition of three-dimensional compressed images and its traffic monitoring applications.
4638,0,Identification of Availability and Performance Bottlenecks in Cloud Computing Systems: an approach based on hierarchical models and sensitivity analysis.
4640,0,"Automatic test, configuration, and repair of cellular arrays."
4641,0,Passive millimeter-wave retrieval of global precipitation utilizing satellites and a numerical weather prediction model.
4642,0,Meta-learning applied to gene expression data classification.
4643,0,"Tensors, sparse problems and conditional hardness."
4644,0,A class of dynamic nonlinear resource allocation problems.
4646,0,"Low-cost, highly efficient, and tunable ultrafast laser technology based on directly diode-pumped Cr:Colquiriites."
4649,0,Geological modeling using B&eacute;zier simploids.
4652,0,Visualiza&ccedil;&atilde;o explanat&oacute;ria de proje&ccedil;&otilde;es multidimensionais (Explanatory visualization of multidimensional prejections).
4654,0,PHY-aware wireless link layer protocols.
4656,0,"Evaluation of uncertainty in dynamic, reduced-order power system models."
4657,0,"Vibration, buckling and impact of carbon nanotubes."
4660,0,Macromodeling and optimization of digital MOS VLSI circuits.
4662,0,Fuzzy rule base identification via singular value decomposition.
4663,0,Electrification by liquid dielectric flow.
4667,0,Parallel and bio-inspired computing applied to analyze microwave and photonic metamaterial strucutures.
4668,0,Nonlinear control of switching power converters.
4672,0,Optimization evolutionary algorithms multiobjective parallel to generate automated lighting outdoors designs.
4673,0,Semidenite representations with applications in estimation and inference.
4674,0,Multiplexed photography: single-exposure capture of multiple camera settings.
4675,0,Program synthesis from execution traces and demonstrations.
4676,0,Haptic interfaces and their application on computer mediated tactile communication.
4677,0,Radiation and scattering of electromagnetic waves in layered media.
4678,0,Quantum-coupled single-electron thermal to electric conversion scheme.
4682,0,Strong-field physics with ultrafast optical resonators.
4683,0,Restricted branching programs and hardware verification.
4686,0,Content-based summarization of diagnostic hysteroscopy videos.
4688,0,3D human gesture tracking and recognition by MENS inertial sensor and vision sensor fusion.
4690,0,Energy savings and performance improvements with SSDs in the Hadoop Distributed File System.
4691,0,KITest: a fremework of knowledge and improvement of testing process.
4692,0,Integrating small scale distributed generation into a deregulated market: control strategies and price feedback.
4693,0,Active power ancillary service provision of commercial building energy storage resources.
4695,0,Integrated erbium lasers in silicon photonics.
4696,0,Pentacene integrated thin-film transistors and circuits.
4697,0,Theory and simulation of amorphous organic electronic devices.
4698,0,Effect of Metal oxide semiconductor field-effect transistors threshold voltage variation on high-performance circuits.
4699,0,Large-deviation analysis and applications Of learning tree-structured graphical models.
4700,0,"Measuring nanometer, three-dimensional motions with light microscopy."
4701,0,Development of a monolithic very large scale OEIC technology.
4705,0,Whole-organism integrative expressome for C. elegans enables in silico study of developmental regulation.
4706,0,Rapid solution of potential integral equations in complicated 3-dimensional geometries.
4708,0,Femtosecond nonlinearities in AlGaAs diode laser amplifers.
4709,0,Performative design in recent practice: conceptual framework.
4712,0,Coding approaches to fault tolerance in dynamic systems.
4713,0,Procedural reflection in programming languages.
4714,0,Geometric and topological approaches to semantic text retrieval.
4715,0,Automatic extraction of regions of interest from images based on visual attention models.
4716,0,Principled approaches to robust machine learning and beyond.
4717,0,"Games, protocols, and quantum entanglement."
4719,0,Realization and approximation of stationary stochastic processes.
4720,0,Microfabricated silicon electric mechanisms.
4726,0,Analog layout automation.
4727,0,Energy efficient operating systems and software.
4729,0,Long-term robot mapping in dynamic environments.
4733,0,Fuzzy connected protection structures.
4734,0,"Advanced modeling ,control, and design of an electromechanical engine value drive system with a limited-angle actuator."
4735,0,Summarizing static graphs and mining dynamic graphs.
4737,0,Spectral properties of semiconductor nanocrystals and their applications.
4738,0,From thought to action.
4739,0,"Intelligent on-line transformer monitoring, diagnostics, and decision making."
4740,0,A model-driven software reuse approach.
4741,0,Agricultural land-use expansion dynamics in Brazil.
4743,0,Efficient redundancy techniques to reduce delay in Cloud systems.
4744,0,Object management system concepts: supporting integrated office workstation applications.
4746,0,Automatic testing of software with structurally complex inputs.
4747,0,Theory and practice of verifiable secret sharing.
4750,0,Content recommendation in a collaborative project-based learning environment.
4751,0,Coordination and competition in resource-constrained channels.
4753,0,Underwater acoustic communication over Doppler spread channels.
4754,0,Admission control and routing: theory and practice.
4755,0,Essays in computational management science.
4757,0,Students' preference for online versus face-to-face academic advising based on individual learning styles.
4758,0,Representation and detection of shapes in images.
4759,0,Perceiving and recognizing three-dimensional forms.
4760,0,Power and limitations of convex formulations via linear and semidefinite programming lifts.
4762,0,Communication error detection using facial expressions.
4763,0,"A dynamic, distributive and heterogeneous authorization policy management framework."
4764,0,Communication in decentralized control.
4766,0,Dynamics of scientific communication: an application to science funding policy.
4767,0,Construction methods of CSS quantum codes and relationships between quantum codes and matroids.
4768,0,Multi-step-ahead streamflow forecasting using aggregation procedure in hydrothermal operation cheduling.
4769,0,Synergistic delineation and recognition of objects in images with applications in medicine.
4772,0,Hazard models on survival analysis.
4774,0,Two-dimensional plus three-dimensional rich data approach to scene understanding.
4777,0,Preventing data leakage in web services.
4778,0,Analysis of Eye Response to Video Quality and Structure.
4779,0,Learning to solve problems in computer vision with synthetic data.
4780,0,"Performance analysis of 2G, 2.5G and 3G cellular mobile systems."
4781,0,Distributed decision making using a distributed model.
4782,0,Performance evaluation for selection of approaches aimed at automatic composition of web services in service-oriented architectures and with QoS.
4783,0,Numerical solution of nematic liquid crystals flows.
4784,0,Modeling and Security in Cloud and Related Ecosystems.
4785,0,"Efficient, transparent, and comprehensive runtime code manipulation."
4786,0,Pedestrian simulation: a route choice model to assess urban environments.
4788,0,Development of a fault tolerant microcomputer system with ring architecture.
4789,0,Modeling and verification of randomized distributed real-time systems.
4790,0,Feature-level sentiment analysis applied to brazilian portuguese reviews.
4791,0,Teaching individuals with autism spectrum disorder safe pedestrian skills using video modeling with in situ video prompting.
4792,0,Development of intersubband THz lasers using multiple quantum well structures.
4794,0,Solving large stochastic planning problems using multiple dynamic abstractions.
4795,0,Adaptive visual servoing of robots in uncalibrated environments.
4796,0,Attentional selection in object recognition.
4798,0,Implementation and modeling of a scheduled Optical Flow Switching (OFS) network.
4799,0,Dielectrometry measurements of moisture diffusion and temperature dynamics in oil impregnated paper insulated electric power cables.
4802,0,Preparing Florida faculty to teach online.
4803,0,Achieving large stable vertical displacement in surface-micromachined microelectromechanical systems (MEMS).
4804,0,Demand-based coscheduling of parallel jobs on multiprogrammed multiprocessors.
4805,0,Scheduling problems in queueing systems with heavy-tailed trac.
4807,0,Sketching and streaming algorithms.
4808,0,Intelig&ecirc;ncia competitiva na internet.
4810,0,Imaging of absolute electrical properties using electroquasistatic and magnetoquasistatic sensor arrays.
4811,0,Automatic simple term extraction based on machine learning.
4813,0,Wireless communication and localization systems under spatial and temporal channel variations.
4814,0,A compact integer programming approach to work-force scheduling: A study in flexibility.
4820,0,Predicting Melanoma Risk from Electronic Health Records with Machine Learning Techniques.
4821,0,Study of near-infrared pumped solid-sate lasers and applications.
4826,0,Permutation-based data compression.
4827,0,Machine learning on Web documents.
4828,0,Polycrystalline Si thin films and devices: I. Seed selection through ion channeling II. Thin-film transistors.
4829,0,Optical and optoelectronic fiber devices.
4830,0,Topic extraction based on association rule clustering.
4833,0,QoS management of web services.
4834,0,Methodology to support environmental variables controls systems on greenhouses.
4835,0,Machine Learning Methods to Understand Textual Data.
4836,0,Application workload prediction and placement in cloud computing systems.
4838,0,Local to global geometric methods in information theory.
4844,0,Stable locomotion control of bipedal walking robots: synchronization with neural oscillators and switching control.
4846,0,Integration of naturally fractured carbonate reservoirs in reservoir simulation.
4847,0,A study of secure database access and general two-party computation.
4852,0,Investigating Machine Learning Algorithms with Imbalanced Big Data.
4854,0,Improvements in magnetic resonance imaging excitation pulse design.
4858,0,Glucose-powered neuroelectronics.
4861,0,Theoretical and experimental analysis of salient pole synchronous generator behavior under non-sinosoidal steady-state.
4862,0,Silicon microaccelerometer fabrication technologies.
4864,0,Parameter free document stream classification.
4867,0,GPU-friendly visual computing.
4868,0,Near-field auditory localization.
4870,0,Enabling loop-closures and revisits in active SLAM techiniques by using dynamic boundary conditions an local potential distortions.
4873,0,Fault-tolerant quantum computer architectures using hierarchies of quantum error-correcting codes.
4875,0,Model based three dimensional medical image segmentation.
4876,0,Using diagrammatic explorations to understand code.
4879,0,Two-dimensional crystals: spectroscopy and electronic applications.
4880,0,Learning from one example in machine vision by sharing probability densities.
4884,0,Deterministic approach to polarization mode dispersion.
4885,0,An agent-based approach to modeling electricity spot markets.
4887,0,Educative action and digital technologies: analysis about the collaborative knowledge (A&ccedil;&atilde;o educativa e tecnologias digitais: An&aacute;lise sobre os saberes colaborativos).
4888,0,GLC: theory and applications.
4889,0,Limits of permutation sequences.
4892,0,Digital interactions: a teaching radiojournalism proposal mediated by ICT.
4893,0,Dialectic thought and possibilities in a computer game.
4894,0,Intelligent fuzzy reasoning models with application to fuzzy control.
4897,0,Addressing two issues in machine learning: interpretability and dataset shift.
4899,0,Decentralized signal processing systems with conservation principles.
4900,0,Toward a noise-free interferometric fiber optic gyroscope.
4901,0,Mostly-static decentralized information flow control.
4904,0,A formal model of non-determinate dataflow computation.
4905,0,Shape analysis using wavelets on graphs.
4906,0,Condition based monitoring and protection in electrical distribution systems.
4907,0,Presentation based user interfaces.
4914,0,Simultaneous activation of multiple memory systems during learning: insights from electrophysiology and modeling.
4922,0,A contribution to a collaborative and distributed software processes improvement.
4923,0,Latent variable model estimation via collaborative filtering.
4924,0,An order flow model and a liquidity measure of financial markets.
4925,0,Network Music: collaborative creation and musical performance in the context of information networks (Network Music: cria&ccedil;&atilde;o e performance musical colaborativa no &acirc;mbito das redes de informa&ccedil;&atilde;o).
4927,0,Engineering ribonucleic acid logic with synthetic splicing ribozymes.
4933,0,Exploring scatterer anisotrophy in synthetic aperture radar via sub-aperture analysis.
4939,0,Differentiable visual computing.
4940,0,"Energy-efficient wireless sensors: fewer bits, Moore MEMS."
4941,0,Temporal visualizations in an extensible and adaptable software platform (Visualiza&ccedil;&otilde;es temporais em uma plataforma de software extens&iacute;vel e adapt&aacute;vel).
4942,0,Binary feature extraction based on interaction analysis.
4943,0,Tripartide entangled states with one qubit (Estados emaranhados qu&acirc;nticos tri-partidos com um qubit).
4944,0,Methods and analysis of genome-scale gene family evolution across multiple species.
4945,0,"Bandwidth scaling behavior in wireless systems: theory, experimentation, and performance analysis."
4947,0,Accurate abandoned object detection (AOD) in surveillance video.
4950,0,Sub-50nm x-ray lithography with application to a coupled quantum dot device.
4951,0,Reconstructing objects from projections.
4954,0,Mining patterns of change in remote sensing images.
4956,0,"Measurement costs, standards and vertical integration (Custo de medida, padr&otilde;es e integra&ccedil;&atilde;o vertical)."
4958,0,Bayesian optimization algorithm with community detection.
4963,0,Pitch and spectral analysis of speech based on an auditory synchrony model.
4964,0,Content-based image retrieval aimed at reaching user's perception.
4965,0,Generating pictures from waves : aspects of image formation.
4967,0,Efficient Data Structures to Evolutionary Algorithms Applied to Network Design Problems.
4970,0,A conjoint pattern recognition approach to nonintrusive load monitoring.
4971,0,Computational imaging with small numbers of photons.
4973,0,Synchronized MIMD computing.
4974,0,Reusing values in a dynamic conditional execution architecture.
4975,0,"Simulation and optimization of silver formaldehyde reactor, using artificial intelligence techniques."
4981,0,A class of optical receivers using optical feedback.
4983,0,"Calibration of sampling clock skew in high-speed, high-resolution time-interleaved ADCs."
4985,0,"Matchings, matroids and submodular functions."
4987,0,Visualizing information spaces to enhance social interaction.
4989,0,Automatic intrusion recovery with system-wide history.
4990,0,Learning and value function approximation in complex decision processes.
4995,0,"Advances in signatures, encryption, and E-Cash from bilinear groups."
4997,0,Virtual relationship nets: mechanisms of subjectivity and control.
4999,0,Lower bounds in distributed computing.
5001,0,"Algorithms and validation techniques in multi-represented data clustering, possibilistic clustering and bi-clustering."
5003,0,Separation-by-implamentation-of oxygen buried-oxide conduction mechanims.
5004,0,Studies of advanced integrated nano-photonic devices in silicon.
5005,0,Forensic facial approximation through hermitian radial basis functions.
5008,0,Solid state cavity quantum electrodynamics: practical applications of strong coupling of light and matter.
5009,0,Access control in IaaS multi-cloud heterogeneous environments.
5014,0,Discovery and identification of bioactive components by molecular docking.
5017,0,Moment-linear stochastic systems and their applications.
5018,0,Dynamical decoupling of quantum states by high-frequency continuous fields.
5020,0,Utility assessment based on individualized patient perspectives.
5021,0,Interfaces Assistidas para deficientes Visuais utilizando dispositivos Reativos E Transformadas de DIST&acirc;Ncia.
5022,0,Software protection and simulation on oblivious RAMs.
5024,0,Teacher's self-efficacy to use computer technologies in teaching.
5025,0,Anytime information theory.
5026,0,Using analogy to acquire commonsense knowledge from human Contributors.
5027,0,Business intelligence systems sucess: a multidimensional approach (Sucesso de sistemas de Business Intelligence: uma abordagem multidimensional).
5028,0,"Simultaneous Localization and Mapping- aware, self-supervised perception in mobile robots."
5033,0,Sensitivity analysis of blind separation of speech mixtures.
5034,0,A Brain-computer Interface Architecture Based On Motor Mental Tasks And Music Imagery.
5036,0,Monolithically integrated MEMS resonators and oscillators in standard IC technology.
5038,0,On inference about rare events.
5039,0,Quantitative ultrasonography in regional anesthesia.
5040,0,Uncertain data management.
5042,0,Together structures.
5044,0,Distributed measures of solution existence and its optimality in stationary electric power systems: scattering approach.
5048,0,Storing and managing data in a distributed hash table.
5051,0,Exploiting hierarchical and temporal information in building predictive models from EHR data.
5053,0,Spatially varying defocus blur estimation and applications.
5054,0,Fade and interference mitigation and network congestion control.
5055,0,Hydrogen degradation on indium phospide high-electron-mobility transistors.
5058,0,Modeling interative context-aware environment an approach based on MPEG-4 and MPEG-7.
5060,0,Attentional and affective responses to complex musical rhythms.
5061,0,Discovering acyclic dependency relationships by evolutionary computation.
5064,0,Request-Prediction and Hyperlink-Proposals
5065,0,Analysis and Transformation of Logic Programs.
5066,0,"LOG(F): An Optimal Combination of Logic Programming, Rewriting and Lazy Evaluation."
5067,0,Communication with an Automatic Computer
5068,0,Recursive program schemes: semantics and proof theory.
5069,0,Hardness of Approximation Between P and NP.
5070,0,Practical brain computer interfacing.
5072,0,Neuromagnetic Decomposition of Social Interaction.
5076,0,Mastering dependencies in multi-language software applications.
5077,0,Symbolic Analysis of Cryptographic Protocols.
5078,0,Line primitives and their applications in geometric computer vision.
5080,0,"3-D-reconstruction for optimal representation of surroundings in automotive HMls, based on fisheye multi-cameras systems."
5082,0,Algebraic complexity in finite fields.
5084,0,Preferences in Case-Based Reasoning.
5086,0,Elastic Image Registration with Strong Mass Preserving Constraints.
5087,0,"Distributed computations in a dynamic, heterogeneous grid environment."
5093,0,Learning of information gathering in modular intelligent systems.
5095,0,Theory and Engineering of Scheduling Parallel Jobs.
5096,0,Hybrid Differential Software Testing.
5098,0,Shape mining: knowledge extraction from engineering design data.
5099,0,Approximation and Complexity in Algorithmic Mechanism Design.
5101,0,"Ontology-Driven, Guided Visualisation Supporting Explicit and Composable Mappings."
5102,0,Optimal quality of service under dynamic resource constraints in distributed multimedia database systems.
5106,0,Cryptography from hard learning problems.
5114,0,A Statically Typed Logic Context Query Language With Parametric Polymorphism and Subtyping.
5115,0,Pattern discovery from event data.
5119,0,Unintentional and Hidden Information Leaks in Networked Software Applications.
5121,0,Querying semistructured data based on schema matching.
5123,0,EMG-to-Speech: Direct Generation of Speech from Facial Electromyographic Signals.
5124,0,Practical 3D Reconstruction of Non-Rigid Objects and Surface Reflectance.
5126,0,On diaginalizations over complexity classes.
5129,0,Advances in K-means clustering: a data mining thinking.
5130,0,Hybrid Branching-Time Logics.
5131,0,"A provenance-based semantic approach to support understandability, reproducibility, and reuse of scientific experiments."
5133,0,Point-based visualization of molecular dynamics data sets.
5135,0,Normalization of historical texts with neural network models.
5136,0,Fixpoint transformations and parallel asynchronous iterative algorithms.
5140,0,Reasoning about Backward Compatibility of Class Libraries.
5141,0,Frequency-resolved dynamic functional connectivity and scale stability of connectivity-states.
5143,0,Applications of spherical harmonics in robot vision.
5144,0,Modelling context in information brokering processes.
5146,0,Scalable Inference in Graph-coupled Continuous-time Markov Chains.
5147,0,Network Protocol Virtualization - Software-defined End-to-end Networking.
5148,0,Mobile mediated interaction with pervasive displays.
5150,0,Time- and space-efficient self-stabilizing algorithms.
5151,0,Support of resource-aware vertical handovers in WLAN hotspots.
5153,0,Constraint driven schema merging.
5154,0,A generic implementation of a quantified predictor applied to a DRAM power-saving policy.
5155,0,Context-aware Security.
5156,0,Sichere multimediale Telekommunikation.
5158,0,A Comprehensive Approach to Transparent and Flexible Replication of Java Services and Applications.
5159,0,Multi-label Classification with Multiple Class Ontologies.
5162,0,Invariant control sets on fibre bundles.
5167,0,Fault emulation: reconfigurable hardware based fault simulation using logic emulation systems with optimized mapping.
5168,0,A general notion of abstract loops based on locality.
5170,0,Combining user-interaction and automation to evolve source code.
5172,0,Improving system security through TCB reduction.
5174,0,Placeable and localizable elements in translation memory systems: a comparative study.
5176,0,New approaches to investigating sex-biased admixture in southern African populations.
5179,0,Casual information visualization on exploring spatiotemporal data.
5180,0,Finding correlations and independences in omics data.
5191,0,Agent-based provision of system services.
5192,0,Analysis of Real-Time Capabilities of Dynamic Scheduled System.
5193,0,A Model-Based Pose Estimation Framework: From Single Insects to Multiple Hands.
5194,0,Interdependent Security and Compliance in Service Selection.
5195,0,Probabilistic matching of solid shapes in arbitrary dimension.
5196,0,Blocking analysis of spin locks under partitioned fixed-priority scheduling.
5197,0,Visual shape similarity and retrieval of figurative images.
5199,0,Proximity queries with applications in computational surgery and manipulation planning = Abstandsanfragen und ihre Anwendung in der computergest&uuml;tzten Chirurgie und der Manipulationsplanung.
5201,0,Privacy policies and their enforcement in composite service environment.
5202,0,Identification of software features in issue tracking system data.
5203,0,Content-based microscopic image analysis.
5206,0,Semi-Automatic Security Testing of Web Applications with Fault Models and Properties.
5209,0,"Machine learning model selection with multi-objective Bayesian optimization and reinforcement learning: case studies on functional data analysis, pipeline tuning and shifted distribution."
5210,0,Data density: a powerful abstraction to manage and analyze multivariate data.
5211,0,Latency Minimization of Order-Preserving Distributed Event-Based Systems.
